No,Year,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group,CreditScore_value,Balance_Value,Tenure_term,Financial_Score,Financial_Profile
7469,2025,542,Spain,Female,26,2,0,2,1,1,54870,0,<30,Low,Zero-Balance,New,1.33,Low Value
7470,2025,686,France,Female,35,8,105420,1,1,0,35356,0,30-45,Medium,High-Balance,Long-Term,1.63,Low Value
7471,2025,850,Germany,Female,47,4,99219,2,1,1,122141,0,46-60,High,High-Balance,Mid-Term,2.85,High Value
7472,2025,658,Germany,Female,55,8,119328,1,0,1,119440,0,46-60,Medium,High-Balance,Long-Term,2.05,High Value
7473,2025,448,France,Female,36,6,83947,2,1,0,82000,0,30-45,Low,Low-Balance,Mid-Term,1.6,Low Value
7474,2025,609,Spain,Male,32,4,99883,1,1,1,120595,0,30-45,Medium,High-Balance,Mid-Term,1.72,Low Value
7475,2025,704,France,Male,50,4,165438,1,1,0,120771,1,46-60,High,High-Balance,Mid-Term,2.52,High Value
7476,2025,698,France,Male,31,1,156111,1,0,0,134791,0,30-45,High,High-Balance,New,2.54,High Value
7477,2025,759,France,Male,44,2,111096,2,1,0,100138,0,30-45,High,High-Balance,New,2.71,High Value
7478,2025,677,France,Female,56,0,119963,1,0,0,158326,1,46-60,Medium,High-Balance,New,2.32,High Value
7479,2025,544,Spain,Male,22,4,0,2,1,0,70008,0,<30,Low,Zero-Balance,Mid-Term,1.41,Low Value
7480,2025,567,Spain,Male,35,8,153138,1,1,0,88659,0,30-45,Low,High-Balance,Long-Term,1.82,Low Value
7481,2025,490,Spain,Male,40,6,156111,1,0,0,190889,0,30-45,Low,High-Balance,Mid-Term,2.19,High Value
7482,2025,626,France,Male,34,7,113015,2,1,1,56646,0,30-45,Medium,High-Balance,Mid-Term,2.04,High Value
7483,2025,718,Germany,Male,43,5,132616,2,1,0,32999,0,30-45,High,High-Balance,Mid-Term,2.44,High Value
7484,2025,616,France,Male,44,5,102016,1,0,1,178235,1,30-45,Medium,High-Balance,Mid-Term,2.04,High Value
7485,2025,772,France,Female,35,9,0,1,0,1,25448,0,30-45,High,Zero-Balance,Long-Term,1.45,Low Value
7486,2025,561,France,Male,32,5,0,2,1,0,84872,0,30-45,Low,Zero-Balance,Mid-Term,1.53,Low Value
7487,2025,814,France,Male,49,8,0,2,0,0,157823,0,46-60,High,Zero-Balance,Long-Term,2.66,High Value
7488,2025,651,France,Female,56,4,0,1,0,0,84383,1,46-60,Medium,Zero-Balance,Mid-Term,1.35,Low Value
7489,2025,538,Germany,Female,42,4,80380,1,1,0,119216,0,30-45,Low,Low-Balance,Mid-Term,1.41,Low Value
7490,2025,600,France,Female,26,6,108909,1,1,0,82547,0,<30,Low,High-Balance,Mid-Term,1.56,Low Value
7491,2025,654,France,Female,35,2,90866,1,1,1,86764,0,30-45,Medium,Low-Balance,New,1.66,Low Value
7492,2025,622,France,Male,40,4,99800,2,1,0,197372,0,30-45,Medium,High-Balance,Mid-Term,2.62,High Value
7493,2025,682,France,Male,28,10,200725,1,0,1,82873,1,<30,Medium,High-Balance,Long-Term,2.28,High Value
7494,2025,610,Spain,Female,37,10,140364,2,1,1,129564,0,30-45,Medium,High-Balance,Long-Term,2.58,High Value
7495,2025,795,France,Female,36,1,151845,1,1,1,135389,0,30-45,High,High-Balance,New,2.77,High Value
7496,2025,557,France,Female,27,2,0,2,0,1,4498,0,<30,Low,Zero-Balance,New,1.12,Low Value
7497,2025,824,Germany,Male,49,8,133231,1,1,1,67885,0,46-60,High,High-Balance,Long-Term,2.35,High Value
7498,2025,698,France,Male,27,7,0,2,1,0,111472,0,<30,High,Zero-Balance,Mid-Term,2.16,High Value
7499,2025,630,France,Female,36,8,126599,2,1,1,134408,0,30-45,Medium,High-Balance,Long-Term,2.57,High Value
7500,2025,609,Germany,Female,71,6,113317,1,1,0,108258,1,60+,Medium,High-Balance,Mid-Term,1.76,Low Value
7501,2025,694,France,Male,47,4,0,2,1,0,197529,0,46-60,Medium,Zero-Balance,Mid-Term,2.57,High Value
7502,2025,681,France,Female,58,8,93174,1,1,1,139761,0,46-60,Medium,Low-Balance,Long-Term,2.05,High Value
7503,2025,721,Spain,Female,32,10,0,1,1,0,136120,1,30-45,High,Zero-Balance,Long-Term,1.88,Low Value
7504,2025,563,Germany,Male,44,7,105007,2,1,1,197812,0,30-45,Low,High-Balance,Mid-Term,2.48,High Value
7505,2025,654,Spain,Female,32,2,0,1,1,1,51973,1,30-45,Medium,Zero-Balance,New,1.2,Low Value
7506,2025,659,Spain,Male,27,4,0,2,1,0,99342,0,<30,Medium,Zero-Balance,Mid-Term,1.94,Low Value
7507,2025,674,Germany,Female,44,4,131594,1,0,1,171345,1,30-45,Medium,High-Balance,Mid-Term,2.48,High Value
7508,2025,576,Germany,Male,44,9,119531,1,1,0,119057,1,30-45,Low,High-Balance,Long-Term,1.75,Low Value
7509,2025,566,Germany,Male,54,4,118615,2,1,1,172602,0,46-60,Low,High-Balance,Mid-Term,2.47,High Value
7510,2025,545,Germany,Male,37,9,95829,2,0,1,104937,0,30-45,Low,Low-Balance,Long-Term,1.9,Low Value
7511,2025,798,France,Male,36,1,0,2,1,1,159044,0,30-45,High,Zero-Balance,New,2.65,High Value
7512,2025,757,France,Male,38,0,0,1,1,0,83263,0,30-45,High,Zero-Balance,New,1.71,Low Value
7513,2025,641,France,Male,50,6,153591,2,1,1,130911,0,46-60,Medium,High-Balance,Mid-Term,2.77,High Value
7514,2025,718,France,Male,29,2,0,1,1,0,126337,0,<30,High,Zero-Balance,New,1.82,Low Value
7515,2025,699,France,Male,64,9,113110,1,1,0,27981,1,60+,High,High-Balance,Long-Term,1.7,Low Value
7516,2025,623,France,Female,35,0,130557,1,1,1,47881,0,30-45,Medium,High-Balance,New,1.65,Low Value
7517,2025,644,France,Male,40,8,93183,1,1,0,73882,0,30-45,Medium,Low-Balance,Long-Term,1.56,Low Value
7518,2025,586,France,Male,58,7,151934,1,1,0,162960,1,46-60,Low,High-Balance,Mid-Term,2.24,High Value
7519,2025,500,Germany,Male,30,2,125496,2,1,1,68807,0,<30,Low,High-Balance,New,1.87,Low Value
7520,2025,583,France,Female,42,7,0,2,1,0,144039,0,30-45,Low,Zero-Balance,Mid-Term,1.89,Low Value
7521,2025,595,Germany,Female,26,8,118548,1,1,1,151192,0,<30,Low,High-Balance,Long-Term,1.97,Low Value
7522,2025,670,Spain,Male,43,1,97792,1,0,0,120226,0,30-45,Medium,High-Balance,New,1.93,Low Value
7523,2025,610,France,Male,41,6,0,3,0,0,56119,1,30-45,Medium,Zero-Balance,Mid-Term,1.78,Low Value
7524,2025,814,Spain,Female,72,2,0,2,0,1,130853,0,60+,High,Zero-Balance,New,2.53,High Value
7525,2025,660,France,Female,40,8,167181,1,1,1,185157,0,30-45,Medium,High-Balance,Long-Term,2.67,High Value
7526,2025,580,Germany,Male,35,9,121355,1,0,1,35671,0,30-45,Low,High-Balance,Long-Term,1.36,Low Value
7527,2025,850,France,Female,81,1,0,2,1,1,59568,0,60+,High,Zero-Balance,New,2.2,High Value
7528,2025,676,Spain,Male,35,0,0,2,0,0,139912,0,30-45,Medium,Zero-Balance,New,2.21,High Value
7529,2025,578,France,Male,46,5,113226,1,1,0,56771,0,46-60,Low,High-Balance,Mid-Term,1.39,Low Value
7530,2025,579,France,Female,33,1,118393,1,1,1,157565,0,30-45,Low,High-Balance,New,1.95,Low Value
7531,2025,711,Germany,Female,52,8,145263,1,0,1,131473,0,46-60,High,High-Balance,Long-Term,2.52,High Value
7532,2025,692,France,Male,40,6,163505,1,0,0,90424,0,30-45,Medium,High-Balance,Mid-Term,2.32,High Value
7533,2025,760,Spain,Female,33,1,118114,2,0,1,156660,0,30-45,High,High-Balance,New,3.05,High Value
7534,2025,630,Germany,Female,51,0,108449,3,0,0,88373,1,46-60,Medium,High-Balance,New,2.42,High Value
7535,2025,808,France,Male,32,1,0,2,1,1,46201,0,30-45,High,Zero-Balance,New,2.09,High Value
7536,2025,611,Germany,Female,36,10,103295,1,1,0,160548,0,30-45,Medium,High-Balance,Long-Term,1.95,Low Value
7537,2025,697,France,Female,42,1,0,1,1,0,1263,1,30-45,High,Zero-Balance,New,1.12,Low Value
7538,2025,655,France,Female,38,6,0,1,1,1,188639,0,30-45,Medium,Zero-Balance,Mid-Term,1.89,Low Value
7539,2025,601,Spain,Male,28,6,0,2,1,0,14665,0,<30,Low,Zero-Balance,Mid-Term,1.3,Low Value
7540,2025,755,France,Male,42,2,119919,1,1,0,156868,0,30-45,High,High-Balance,New,2.57,High Value
7541,2025,553,France,Male,37,1,0,1,1,0,30462,0,30-45,Low,Zero-Balance,New,0.75,Low Value
7542,2025,723,France,Male,28,4,0,2,1,1,123886,0,<30,High,Zero-Balance,Mid-Term,2.31,High Value
7543,2025,507,Spain,Female,34,4,0,2,1,1,60688,0,30-45,Low,Zero-Balance,Mid-Term,1.29,Low Value
7544,2025,777,France,Male,43,1,0,2,1,0,21786,0,30-45,High,Zero-Balance,New,1.92,Low Value
7545,2025,566,France,Male,34,3,0,1,0,0,188136,0,30-45,Low,Zero-Balance,New,1.58,Low Value
7546,2025,732,France,Male,26,7,0,2,1,0,154365,0,<30,High,Zero-Balance,Mid-Term,2.49,High Value
7547,2025,697,France,Female,42,10,0,2,1,0,61312,0,30-45,High,Zero-Balance,Long-Term,1.9,Low Value
7548,2025,555,France,Male,29,4,128744,1,1,1,47455,0,<30,Low,High-Balance,Mid-Term,1.42,Low Value
7549,2025,584,Germany,Female,62,9,137727,2,0,1,121103,0,60+,Low,High-Balance,Long-Term,2.42,High Value
7550,2025,705,Germany,Female,44,10,106732,1,1,0,137420,1,30-45,High,High-Balance,Long-Term,2.22,High Value
7551,2025,688,France,Female,38,7,123544,1,1,1,157664,0,30-45,Medium,High-Balance,Mid-Term,2.4,High Value
7552,2025,626,France,Female,37,2,133969,2,1,0,148690,0,30-45,Medium,High-Balance,New,2.68,High Value
7553,2025,636,Spain,Male,76,9,126535,1,1,1,39790,0,60+,Medium,High-Balance,Long-Term,1.63,Low Value
7554,2025,719,Spain,Female,35,8,0,1,1,1,165162,0,30-45,High,Zero-Balance,Long-Term,2.02,High Value
7555,2025,706,Spain,Male,30,6,87610,2,0,0,137675,1,<30,High,Low-Balance,Mid-Term,2.59,High Value
7556,2025,731,Spain,Male,41,3,0,2,1,0,101372,0,30-45,High,Zero-Balance,New,2.22,High Value
7557,2025,738,Spain,Male,49,3,0,3,1,1,65066,1,46-60,High,Zero-Balance,New,2.29,High Value
7558,2025,426,France,Male,34,9,0,2,1,0,107877,0,30-45,Low,Zero-Balance,Long-Term,1.47,Low Value
7559,2025,622,Spain,Female,36,0,108960,2,1,0,111180,1,30-45,Medium,High-Balance,New,2.27,High Value
7560,2025,701,Spain,Female,30,2,0,2,1,0,115651,0,<30,High,Zero-Balance,New,2.19,High Value
7561,2025,512,France,Male,51,6,144953,1,1,1,165035,0,46-60,Low,High-Balance,Mid-Term,2.04,High Value
7562,2025,635,France,Male,41,4,103545,2,1,0,193747,0,30-45,Medium,High-Balance,Mid-Term,2.69,High Value
7563,2025,685,France,Male,33,6,0,1,1,0,58458,0,30-45,Medium,Zero-Balance,Mid-Term,1.36,Low Value
7564,2025,609,France,Male,53,7,0,2,0,1,52333,0,46-60,Medium,Zero-Balance,Mid-Term,1.51,Low Value
7565,2025,598,Germany,Male,38,1,101487,1,1,1,75959,1,30-45,Low,High-Balance,New,1.46,Low Value
7566,2025,708,France,Male,52,10,105356,1,1,0,123,1,46-60,High,High-Balance,Long-Term,1.53,Low Value
7567,2025,574,Spain,Male,36,4,77968,1,1,0,167067,1,30-45,Low,Low-Balance,Mid-Term,1.72,Low Value
7568,2025,629,France,Male,44,5,0,4,0,0,117573,1,30-45,Medium,Zero-Balance,Mid-Term,2.18,High Value
7569,2025,422,Spain,Female,54,4,0,2,1,1,7167,0,46-60,Low,Zero-Balance,Mid-Term,0.96,Low Value
7570,2025,656,Spain,Male,28,8,120048,1,1,1,137173,0,<30,Medium,High-Balance,Long-Term,2.14,High Value
7571,2025,697,France,Male,32,7,175465,3,1,0,116442,1,30-45,High,High-Balance,Mid-Term,3.22,High Value
7572,2025,718,France,Male,52,8,79475,3,1,1,32421,1,46-60,High,Low-Balance,Long-Term,2.31,High Value
7573,2025,586,Germany,Male,37,8,167736,2,0,1,104666,0,30-45,Low,High-Balance,Long-Term,2.48,High Value
7574,2025,481,Spain,Female,37,8,0,2,1,0,44216,0,30-45,Low,Zero-Balance,Long-Term,1.18,Low Value
7575,2025,749,France,Female,33,1,74386,1,1,0,20164,0,30-45,High,Low-Balance,New,1.59,Low Value
7576,2025,561,Germany,Male,49,5,94754,1,1,1,26691,0,46-60,Low,Low-Balance,Mid-Term,1.06,Low Value
7577,2025,676,Spain,Male,27,4,0,1,0,1,107956,0,<30,Medium,Zero-Balance,Mid-Term,1.57,Low Value
7578,2025,615,Germany,Male,43,3,86921,1,1,1,150048,0,30-45,Medium,Low-Balance,New,1.82,Low Value
7579,2025,582,France,Female,39,1,132077,2,1,0,192255,0,30-45,Low,High-Balance,New,2.73,High Value
7580,2025,601,France,Male,40,10,127848,1,0,0,173246,0,30-45,Low,High-Balance,Long-Term,2.18,High Value
7581,2025,708,France,Male,34,3,0,1,0,1,121458,1,30-45,High,Zero-Balance,New,1.76,Low Value
7582,2025,708,Germany,Male,42,9,176702,2,1,1,104805,0,30-45,High,High-Balance,Long-Term,2.96,High Value
7583,2025,797,Germany,Female,33,10,83556,1,0,0,69767,0,30-45,High,Low-Balance,Long-Term,1.97,Low Value
7584,2025,682,France,Male,26,8,0,2,1,0,178373,0,<30,Medium,Zero-Balance,Long-Term,2.43,High Value
7585,2025,694,Spain,Female,39,9,0,2,0,0,99924,0,30-45,Medium,Zero-Balance,Long-Term,2.08,High Value
7586,2025,490,France,Female,40,1,0,1,1,1,49594,1,30-45,Low,Zero-Balance,New,0.73,Low Value
7587,2025,828,Spain,Male,42,10,0,1,1,1,186071,0,30-45,High,Zero-Balance,Long-Term,2.33,High Value
7588,2025,594,Spain,Female,38,7,96858,1,1,0,77511,0,30-45,Low,Low-Balance,Mid-Term,1.42,Low Value
7589,2025,579,Spain,Male,33,1,0,2,1,1,54817,0,30-45,Low,Zero-Balance,New,1.42,Low Value
7590,2025,723,France,Female,35,0,0,2,0,1,61291,0,30-45,High,Zero-Balance,New,1.99,High Value
7591,2025,619,Germany,Female,42,8,132796,3,1,1,191821,1,30-45,Medium,High-Balance,Long-Term,3.1,High Value
7592,2025,794,Spain,Female,30,1,154971,1,0,1,156768,0,<30,High,High-Balance,New,2.89,High Value
7593,2025,674,Germany,Male,44,3,88902,1,1,0,73731,0,30-45,Medium,Low-Balance,New,1.66,Low Value
7594,2025,418,France,Male,28,7,98739,1,1,0,122190,0,<30,Low,High-Balance,Mid-Term,1.38,Low Value
7595,2025,502,France,Male,33,8,0,2,1,1,123509,0,30-45,Low,Zero-Balance,Long-Term,1.61,Low Value
7596,2025,678,France,Female,50,6,0,1,1,0,8200,0,46-60,Medium,Zero-Balance,Mid-Term,1.08,Low Value
7597,2025,599,Germany,Male,40,10,137456,2,1,1,14113,0,30-45,Low,High-Balance,Long-Term,1.94,Low Value
7598,2025,736,France,Male,29,4,0,2,0,0,51705,0,<30,High,Zero-Balance,Mid-Term,1.98,Low Value
7599,2025,430,France,Female,60,7,73937,1,1,0,161938,1,46-60,Low,Low-Balance,Mid-Term,1.47,Low Value
7600,2025,537,France,Female,45,7,158621,1,1,0,120893,1,30-45,Low,High-Balance,Mid-Term,1.93,Low Value
7601,2025,683,Spain,Male,30,1,113257,1,1,1,65035,0,<30,Medium,High-Balance,New,1.83,Low Value
7602,2025,828,France,Male,31,9,0,1,0,1,164257,0,30-45,High,Zero-Balance,Long-Term,2.22,High Value
7603,2025,691,France,Female,29,9,116536,1,1,0,51988,0,<30,Medium,High-Balance,Long-Term,1.82,Low Value
7604,2025,608,Spain,Female,28,4,0,2,1,0,10900,1,<30,Low,Zero-Balance,Mid-Term,1.31,Low Value
7605,2025,691,France,Female,60,6,101071,1,1,0,177356,1,46-60,Medium,High-Balance,Mid-Term,2.32,High Value
7606,2025,718,Spain,Male,39,6,0,2,0,1,63889,0,30-45,High,Zero-Balance,Mid-Term,1.99,High Value
7607,2025,680,Germany,Female,31,3,127331,3,1,1,176434,0,30-45,Medium,High-Balance,New,3.22,High Value
7608,2025,838,Spain,Female,41,5,0,2,1,0,81314,0,30-45,High,Zero-Balance,Mid-Term,2.29,High Value
7609,2025,695,Spain,Female,31,5,0,2,0,1,13999,0,30-45,Medium,Zero-Balance,Mid-Term,1.66,Low Value
7610,2025,681,France,Male,46,0,105969,1,1,0,5772,0,46-60,Medium,High-Balance,New,1.46,Low Value
7611,2025,762,France,Male,36,5,119547,1,1,1,42694,0,30-45,High,High-Balance,Mid-Term,2.01,High Value
7612,2025,751,Spain,Male,38,7,0,2,0,0,90840,0,30-45,High,Zero-Balance,Mid-Term,2.21,High Value
7613,2025,678,Spain,Male,28,5,138668,1,1,1,54144,0,<30,Medium,High-Balance,Mid-Term,1.96,Low Value
7614,2025,634,France,Female,37,7,51582,2,1,1,184313,0,30-45,Medium,Low-Balance,Mid-Term,2.46,High Value
7615,2025,749,France,Male,37,7,0,2,1,0,20307,0,30-45,High,Zero-Balance,Mid-Term,1.86,Low Value
7616,2025,590,Spain,Male,37,6,169903,1,1,1,128256,0,30-45,Low,High-Balance,Mid-Term,2.14,High Value
7617,2025,610,France,Female,27,4,87262,2,1,0,182720,0,<30,Medium,Low-Balance,Mid-Term,2.44,High Value
7618,2025,502,France,Male,33,7,0,2,0,1,4083,0,30-45,Low,Zero-Balance,Mid-Term,1.01,Low Value
7619,2025,578,France,Female,40,7,0,2,0,0,102234,0,30-45,Low,Zero-Balance,Mid-Term,1.66,Low Value
7620,2025,547,France,Female,32,2,0,2,1,0,132003,0,30-45,Low,Zero-Balance,New,1.74,Low Value
7621,2025,579,France,Female,27,9,0,2,1,0,126839,0,<30,Low,Zero-Balance,Long-Term,1.79,Low Value
7622,2025,661,France,Male,39,5,0,2,0,0,181461,0,30-45,Medium,Zero-Balance,Mid-Term,2.36,High Value
7623,2025,794,France,Male,46,6,0,2,1,0,195326,0,46-60,High,Zero-Balance,Mid-Term,2.82,High Value
7624,2025,719,France,Male,61,5,0,2,0,1,29132,0,60+,High,Zero-Balance,Mid-Term,1.82,Low Value
7625,2025,728,France,Female,69,1,0,2,1,1,131805,0,60+,High,Zero-Balance,New,2.36,High Value
7626,2025,598,Germany,Male,19,3,150348,1,1,1,173784,0,<30,Low,High-Balance,New,2.33,High Value
7627,2025,822,Germany,Female,46,3,115074,2,1,0,26250,0,46-60,High,High-Balance,New,2.46,High Value
7628,2025,670,Spain,Female,40,3,0,1,1,1,182650,0,30-45,Medium,Zero-Balance,New,1.92,Low Value
7629,2025,850,France,Male,28,8,99987,1,1,0,196583,0,<30,High,High-Balance,Long-Term,2.74,High Value
7630,2025,723,Germany,Female,68,3,110357,1,0,0,141978,1,60+,High,High-Balance,New,2.33,High Value
7631,2025,705,Germany,Male,42,8,166686,2,1,1,55314,0,30-45,High,High-Balance,Long-Term,2.67,High Value
7632,2025,677,Spain,Male,40,7,95313,1,1,1,62945,0,30-45,Medium,Low-Balance,Mid-Term,1.65,Low Value
7633,2025,736,France,Male,43,4,202443,1,1,0,72375,0,30-45,High,High-Balance,Mid-Term,2.41,High Value
7634,2025,661,Germany,Female,47,0,109494,1,0,0,188324,1,46-60,Medium,High-Balance,New,2.33,High Value
7635,2025,501,Germany,Male,38,9,88977,2,0,1,133403,0,30-45,Low,Low-Balance,Long-Term,1.93,Low Value
7636,2025,516,France,Female,29,2,104983,1,1,0,157378,0,<30,Low,High-Balance,New,1.69,Low Value
7637,2025,517,Germany,Female,59,8,154111,2,1,0,101240,1,46-60,Low,High-Balance,Long-Term,2.26,High Value
7638,2025,766,France,Male,32,6,185714,1,1,1,102502,0,30-45,High,High-Balance,Mid-Term,2.63,High Value
7639,2025,520,Germany,Female,23,3,116023,2,1,1,37578,0,<30,Low,High-Balance,New,1.67,Low Value
7640,2025,541,France,Male,46,6,0,2,1,1,83457,0,46-60,Low,Zero-Balance,Mid-Term,1.47,Low Value
7641,2025,790,Germany,Female,34,2,164011,1,1,0,199420,0,30-45,High,High-Balance,New,3.12,High Value
7642,2025,797,France,Male,31,9,0,2,1,1,24749,0,30-45,High,Zero-Balance,Long-Term,1.97,Low Value
7643,2025,811,France,Male,40,1,101515,1,1,1,121765,0,30-45,High,High-Balance,New,2.34,High Value
7644,2025,722,Spain,Female,32,4,0,2,1,1,113666,0,30-45,High,Zero-Balance,Mid-Term,2.25,High Value
7645,2025,675,France,Male,28,9,0,1,1,0,134111,0,<30,Medium,Zero-Balance,Long-Term,1.7,Low Value
7646,2025,660,Germany,Male,39,9,134599,2,1,0,183096,0,30-45,Medium,High-Balance,Long-Term,2.99,High Value
7647,2025,566,Spain,Male,32,10,147511,1,1,1,159891,0,30-45,Low,High-Balance,Long-Term,2.14,High Value
7648,2025,768,France,Male,25,0,78396,1,1,1,8316,0,<30,High,Low-Balance,New,1.59,Low Value
7649,2025,610,Spain,Female,31,5,0,2,0,0,63736,0,30-45,Medium,Zero-Balance,Mid-Term,1.58,Low Value
7650,2025,715,France,Female,31,3,110581,1,1,1,94715,0,30-45,High,High-Balance,New,2.07,High Value
7651,2025,750,Germany,Male,42,8,151836,2,1,0,68695,0,30-45,High,High-Balance,Long-Term,2.83,High Value
7652,2025,431,Germany,Male,45,5,83625,2,0,0,36900,0,30-45,Low,Low-Balance,Mid-Term,1.36,Low Value
7653,2025,704,France,Male,24,2,148197,2,1,0,182775,0,<30,High,High-Balance,New,3.25,High Value
7654,2025,535,Spain,Female,30,5,122925,1,0,0,62391,1,<30,Low,High-Balance,Mid-Term,1.4,Low Value
7655,2025,614,France,Female,38,4,72594,1,1,1,76042,0,30-45,Medium,Low-Balance,Mid-Term,1.39,Low Value
7656,2025,748,France,Male,38,4,115221,1,0,1,70957,0,30-45,High,High-Balance,Mid-Term,2.08,High Value
7657,2025,492,Germany,Male,51,8,117809,2,1,1,67311,0,46-60,Low,High-Balance,Long-Term,1.79,Low Value
7658,2025,573,France,Male,40,7,147755,1,1,1,110454,0,30-45,Low,High-Balance,Mid-Term,1.92,Low Value
7659,2025,706,Spain,Female,53,3,0,3,0,0,88479,1,46-60,High,Zero-Balance,New,2.31,High Value
7660,2025,680,France,Male,31,10,113292,1,1,1,122640,0,30-45,Medium,High-Balance,Long-Term,2.11,High Value
7661,2025,458,Spain,Male,36,5,0,2,1,0,79724,0,30-45,Low,Zero-Balance,Mid-Term,1.34,Low Value
7662,2025,612,Germany,Male,44,2,115163,1,1,1,97678,1,30-45,Medium,High-Balance,New,1.73,Low Value
7663,2025,809,Germany,Male,50,10,118099,1,1,1,100720,1,46-60,High,High-Balance,Long-Term,2.37,High Value
7664,2025,590,France,Male,39,9,0,2,1,1,104731,0,30-45,Low,Zero-Balance,Long-Term,1.72,Low Value
7665,2025,602,France,Male,35,8,0,1,1,1,22499,0,30-45,Low,Zero-Balance,Long-Term,0.86,Low Value
7666,2025,540,Spain,Male,37,0,120826,1,1,0,28258,0,30-45,Low,High-Balance,New,1.22,Low Value
7667,2025,494,France,Male,25,6,0,2,0,1,109988,0,<30,Low,Zero-Balance,Mid-Term,1.53,Low Value
7668,2025,797,France,Male,29,1,0,1,0,1,149991,0,<30,High,Zero-Balance,New,2.12,High Value
7669,2025,526,Germany,Male,61,6,133845,2,1,1,45181,0,60+,Low,High-Balance,Mid-Term,1.87,Low Value
7670,2025,631,Spain,Male,38,7,0,2,1,0,181606,0,30-45,Medium,Zero-Balance,Mid-Term,2.24,High Value
7671,2025,576,France,Female,29,5,108541,1,1,1,126469,0,<30,Low,High-Balance,Mid-Term,1.7,Low Value
7672,2025,405,France,Male,39,10,0,1,1,0,160811,1,30-45,Low,Zero-Balance,Long-Term,1.24,Low Value
7673,2025,555,France,Male,30,1,0,2,0,0,88147,0,<30,Low,Zero-Balance,New,1.53,Low Value
7674,2025,750,Spain,Female,37,2,113817,1,0,0,88334,0,30-45,High,High-Balance,New,2.16,High Value
7675,2025,665,France,Male,28,8,137300,1,1,0,90175,0,<30,Medium,High-Balance,Long-Term,2.08,High Value
7676,2025,640,Spain,Male,37,5,158024,1,1,0,81298,0,30-45,Medium,High-Balance,Mid-Term,2.05,High Value
7677,2025,457,France,Female,33,7,127838,1,0,1,60013,0,30-45,Low,High-Balance,Mid-Term,1.33,Low Value
7678,2025,695,France,Male,36,4,161533,1,1,0,100941,0,30-45,Medium,High-Balance,Mid-Term,2.37,High Value
7679,2025,645,France,Male,31,7,161172,2,1,0,12600,1,30-45,Medium,High-Balance,Mid-Term,2.22,High Value
7680,2025,647,Spain,Male,32,9,80958,1,1,1,128591,0,30-45,Medium,Low-Balance,Long-Term,1.8,Low Value
7681,2025,808,Spain,Male,25,7,0,2,0,1,23180,0,<30,High,Zero-Balance,Mid-Term,1.98,Low Value
7682,2025,641,France,Male,33,2,146194,2,1,1,55797,1,30-45,Medium,High-Balance,New,2.35,High Value
7683,2025,700,Spain,Male,29,8,0,2,0,1,152097,0,<30,High,Zero-Balance,Long-Term,2.37,High Value
7684,2025,660,Germany,Male,26,4,115022,1,0,1,162443,0,<30,Medium,High-Balance,Mid-Term,2.24,High Value
7685,2025,615,Spain,Male,41,1,126773,1,1,1,55551,0,30-45,Medium,High-Balance,New,1.63,Low Value
7686,2025,705,Germany,Female,40,3,92890,1,1,1,109497,0,30-45,High,Low-Balance,New,1.98,Low Value
7687,2025,718,France,Male,48,9,0,2,1,1,72106,0,46-60,High,Zero-Balance,Long-Term,2.03,High Value
7688,2025,754,France,Male,61,5,146622,1,1,1,41815,1,60+,High,High-Balance,Mid-Term,2.19,High Value
7689,2025,713,Germany,Male,45,4,131038,1,1,0,74005,1,30-45,High,High-Balance,Mid-Term,2.14,High Value
7690,2025,587,France,Female,46,6,88820,1,0,0,70224,0,46-60,Low,Low-Balance,Mid-Term,1.32,Low Value
7691,2025,569,Spain,Male,31,1,115407,1,0,0,145528,0,30-45,Low,High-Balance,New,1.84,Low Value
7692,2025,568,France,Female,38,3,132952,1,0,1,124486,0,30-45,Low,High-Balance,New,1.88,Low Value
7693,2025,634,Germany,Male,74,5,108892,1,1,0,10078,0,60+,Medium,High-Balance,Mid-Term,1.32,Low Value
7694,2025,770,Germany,Female,46,5,141789,2,0,0,164967,0,46-60,High,High-Balance,Mid-Term,3.3,High Value
7695,2025,676,Spain,Female,64,4,116954,1,1,1,91149,0,60+,Medium,High-Balance,Mid-Term,1.96,Low Value
7696,2025,723,Germany,Female,47,10,90450,2,0,0,103379,1,46-60,High,Low-Balance,Long-Term,2.48,High Value
7697,2025,614,Germany,Female,39,8,125997,1,1,1,128049,1,30-45,Medium,High-Balance,Long-Term,1.99,High Value
7698,2025,601,Spain,Female,41,3,0,2,1,0,54343,0,30-45,Low,Zero-Balance,New,1.49,Low Value
7699,2025,592,France,Male,60,9,0,4,1,1,13614,1,46-60,Low,Zero-Balance,Long-Term,1.52,Low Value
7700,2025,605,Spain,Female,36,9,0,2,0,1,35522,0,30-45,Low,Zero-Balance,Long-Term,1.42,Low Value
7701,2025,752,Spain,Female,31,4,144638,2,1,0,40497,0,30-45,High,High-Balance,Mid-Term,2.65,High Value
7702,2025,677,France,Female,29,3,86616,1,0,0,91904,1,<30,Medium,Low-Balance,New,1.76,Low Value
7703,2025,850,France,Male,31,8,0,2,1,0,178668,0,30-45,High,Zero-Balance,Long-Term,2.8,High Value
